,QV1_AI01,QV2_AI02,SV1_FI05,SV2_FI06,SV3_TI06,SV4_TI01,SV5_PI06,SV6_AT02,SV7_TI02,SV8_TI03,SV9_FT04,SV10_TI04,SV11_TI05,SV12_TI07,SV13_FIC02,SV14_TI08,SV15_TIC12,SV16_TI09,SV17_PI04,SV18_PIC03,SV19_TI10,SV20_PI05,SV21_TI11,SV22_PIC02,SV23_FIC01,SV24_FIC02
t+49,0.15198723274160064,0.17347487246279236,0.014636545332728013,0.022996593490353764,0.014411358732724491,0.007505005070169241,0.008166614831901947,0.0724032728972803,0.014714329438436206,0.001434272866254094,3421654.0926436437,0.0011452829543136642,0.01644197702807618,0.018482951330463845,0.027787731154203275,0.0027371875592557726,0.0025557406435711334,0.0021917055872127398,0.0013786399381645346,0.0013615103365165002,0.002209877086837993,0.008326369219343278,0.014700280733040106,0.0007123949516681376,0.04092471614115932,24.829176395532535
t+50,0.15193033079894638,0.17402984799399954,0.014638108629697043,0.023005987613616427,0.014426267612304514,0.007502791608692624,0.008165740537415573,0.07259092234142686,0.014704586795157992,0.0014343926120604052,3422667.9140719115,0.0011449638873141372,0.01645320600455143,0.018488289185759656,0.02781903358464352,0.00273792764004702,0.0025555280846502517,0.002191318973041081,0.0013781917993753831,0.0013615364901089207,0.0022091453438210077,0.008331503741970123,0.014703755773682945,0.0007121191247167028,0.04091385533982483,24.819686737022565
t+51,0.15192490630175234,0.17439757822181334,0.014639769631476316,0.023012962032371395,0.014437096815084571,0.007501240822569431,0.008165028475661524,0.07271265436181328,0.014699050499286138,0.0014343044569846807,3423592.239703266,0.0011447185224808323,0.016461589334025244,0.018492987263331588,0.027841049585693514,0.0027384998629827653,0.002555381183993966,0.002190897983147095,0.001377779469292512,0.0013614608680624883,0.0022084486974797766,0.008335248092043616,0.01470699124919738,0.0007119210283297582,0.040907829184782,24.811789350736937
t+52,0.15194160605103899,0.1746353895036211,0.0146413992247553,0.023017772228244582,0.014444972757067867,0.0075001385468512925,0.008164555867252348,0.07278827025044643,0.014696111289678827,0.001434132202301986,3424350.1895002066,0.00114455075533207,0.016467738611548783,0.018496963319557642,0.027856122128648964,0.002738950610525711,0.0025552451847449275,0.002190497820773691,0.0013774215571090108,0.001361339381466524,0.002207837656952591,0.00833803792183582,0.014709693465651307,0.000711788364157517,0.04090419926251618,24.805788638753807
t+53,0.15196590168954396,0.17478495748967954,0.014643043135259104,0.023020818897635822,0.01445080396209083,0.007499337026930262,0.008164421829125757,0.07283322378975333,0.014694733500809092,0.0014339311555185495,3424931.865779354,0.0011444721376892716,0.016472124663208035,0.01850032862571595,0.027866092967744588,0.002739328571435386,0.002555008476644353,0.0021901769164961735,0.001377145264081161,0.0013612252786702568,0.002207354249957043,0.008340261230276284,0.014711830539839205,0.0007117195657252925,0.040901916623392556,24.801753321499483
t+54,0.15199111377609115,0.17487513071628286,0.014644744091087982,0.023022566173623707,0.014455256933609113,0.007498718789554434,0.008164595583335984,0.07285803686377589,0.0146943024898595,0.0014337395531800435,3425352.8262976035,0.001144472185283332,0.016475194722388144,0.01850316147883528,0.027872489713088682,0.0027396095046967614,0.002554723426276024,0.002189968107626894,0.0013769621647293994,0.0013611490861935812,0.0022070211675087018,0.008342140024468467,0.014713449193929482,0.0007117040137703071,0.04090022840338004,24.799036524581883
t+55,0.26431081696637193,0.16019328997285134,0.014955014139569914,0.02327002621349598,0.014566038830185533,0.008353297938215333,0.008808699540104247,0.07101998812753282,0.018845232327608215,0.0017482998698586719,4135425.4792092224,0.0011455406226164356,0.017504469013086447,0.021466194288279863,0.02686451684475237,0.002906583379198898,0.0025702485785717016,0.002218638109565536,0.0014450308364436187,0.0013876213370206203,0.002212317003942353,0.008733589741263141,0.014756575050702136,0.0007159038105563169,0.05066074619377957,24.82795744960481
t+56,0.2411644135596562,0.15046837580224776,0.014841249244526272,0.023194514587905862,0.014299067157277325,0.00813725631867097,0.008677514355620678,0.06737909583210096,0.017884375141981396,0.001631027967174053,3931121.3112454293,0.0011416533356922618,0.017047139714185658,0.020252723792056556,0.026725480611170114,0.0028438132235202407,0.0025647384517769527,0.0022129164263356904,0.0014301892413555624,0.001366057985965016,0.002174917944727462,0.008496516739109478,0.015015366360689304,0.0007090922674536868,0.048380441186044794,24.831002120981005
t+57,0.2186350108092533,0.1455783974577588,0.014805473018476015,0.023120948278002908,0.014145590380170681,0.007947668483491621,0.008490483072031846,0.06487713067641175,0.0170551542718756,0.0015328750761710132,3753527.9537601094,0.0011402535080504476,0.01672298256168633,0.019434756846524844,0.026679814043652102,0.0027949935266041426,0.0025603359536044185,0.0022054893965795974,0.0014110360501528873,0.0013571587696993165,0.0021807865334606555,0.008352521147579513,0.01505813019281589,0.0007103729321777647,0.046154929852981495,24.805067213702042
t+58,0.1985005880487674,0.14612275499804475,0.014782189476162052,0.02304404498159058,0.01408886772908016,0.007797638560837165,0.008347993183925914,0.06418854439098327,0.016352408479180642,0.0014669563897798902,3620960.9294267776,0.001140540568179284,0.016509661575258988,0.01896147074428212,0.026738130906865585,0.002763430271037742,0.002556507746879803,0.0021988805020596563,0.0013971318478283362,0.0013536545961015238,0.002191943918864531,0.008278399068406989,0.014991101915266675,0.0007125311470415077,0.04437073945717049,24.788691176047326
