,QV1_AI01,QV2_AI02,SV1_FI05,SV2_FI06,SV3_TI06,SV4_TI01,SV5_PI06,SV6_AT02,SV7_TI02,SV8_TI03,SV9_FT04,SV10_TI04,SV11_TI05,SV12_TI07,SV13_FIC02,SV14_TI08,SV15_TIC12,SV16_TI09,SV17_PI04,SV18_PIC03,SV19_TI10,SV20_PI05,SV21_TI11,SV22_PIC02,SV23_FIC01,SV24_FIC02
t+32,0.00038770648973399005,0.04674298425449535,884.262465985468,532.4292006916065,0.6069487260632569,0.25562606658421305,0.1489664518959496,0.042873265290988206,0.5478417528845508,0.041582224855086926,135.94533654377398,0.028537124839103423,0.6908826181888811,0.536003705149155,572.3056383797568,0.07790176894112408,0.08428679815983867,0.05398197600455228,0.015875126087436155,0.015688899296771985,0.05441508380924686,0.1519181362034868,0.8089953925156612,0.00825734618414411,3448.505347983476,9611.297760901336
t+33,0.0003880140437059539,0.0468383531031645,883.3241478801998,532.5241017720473,0.6072773914765411,0.2555351310794478,0.14873261747173286,0.04294945686458688,0.5475953340965797,0.041581671954372686,136.06466707884636,0.028535893412601394,0.6908460843802278,0.5361371362602316,572.704803959022,0.07791482364394099,0.08426415681712057,0.05397427449066367,0.01587172991037644,0.01568912632437061,0.054402251716323576,0.1517625825719169,0.8087302219245969,0.008256393642303439,3447.9473053003935,9610.64663887403
t+34,0.0003882232270597985,0.04690308270905458,882.4435578669662,532.5746588902866,0.607478195997203,0.25545801597640105,0.14851468982378688,0.04299843760605434,0.5474452781856157,0.041576898374151565,136.1514033716097,0.02853280732829968,0.6907324754000952,0.5362338853050754,572.9639435307354,0.07792248288451369,0.08423242066283246,0.05396466470029447,0.01586826736323454,0.01568815146102677,0.05438909536017344,0.15160143334888213,0.8084650424597333,0.008255410090838789,3447.6693782516527,9610.478138127739
t+35,0.00038835115812899443,0.04694635401107056,881.5975162045054,532.5851993014201,0.6075876298895163,0.25538887412879113,0.1483150502374504,0.043028782166988105,0.5473512294524869,0.04156979328027155,136.2142084903119,0.02853014569644331,0.6905677744067561,0.5362997732891244,573.1166987106576,0.07792576702290079,0.08419157416353344,0.05395154657909983,0.01586417445606109,0.01568570253123287,0.054373568608870985,0.15144230370817893,0.808196490969865,0.008254739486428356,3447.571536631542,9610.795193506052
t+36,0.00038841894165288535,0.04697457211979776,880.7800239823559,532.5627741626314,0.6076311002812833,0.25532266172330653,0.14813488676812725,0.043046352326349444,0.5472864237450048,0.04156188888390089,136.26006968269587,0.028528276691514684,0.6903798267011724,0.5363385406764761,573.1909827926509,0.07792581810960018,0.08414135836245179,0.05393450150162413,0.01585961582557947,0.015682133681225927,0.05435592721848826,0.15129060659914936,0.807927178505245,0.008254340688479847,3447.582662731374,9611.544731946622
t+37,0.0006033953099867624,0.04616463549502147,900.4265953526086,537.4768062136654,0.6084308357726893,0.2841260043031778,0.15953094532107434,0.04278708811622544,0.70167298051268,0.05064704252200856,156.42160596808898,0.028552204040675377,0.7320153165143681,0.6181990361471275,553.6065964968149,0.08262774282936441,0.08456480089927447,0.054623954312722975,0.016634717038750652,0.01598331090615225,0.05450075496218912,0.15821269588197104,0.8092022866939563,0.008303683920428927,4258.0120229595295,9676.078884214838
t+38,0.0005508800638867203,0.04347270693749686,891.7874100109697,536.6256844924982,0.5977923896754058,0.27672763068542344,0.15701251009187953,0.04042815997998593,0.665882343707626,0.04724474655389297,148.48588461679554,0.028451331898357177,0.7121808733883114,0.5825661825066589,551.0803293196386,0.08085119331408597,0.08430067357537495,0.05446235444860539,0.01645960407311468,0.015732382939997812,0.053548323502291204,0.15376189511963176,0.8231027175508339,0.008223131308639083,4072.286605056901,9550.253286091413
t+39,0.000501200329945732,0.041763371449585134,888.1459610791371,535.311505029066,0.5917831961441948,0.27021331694112793,0.1535406733732054,0.03880940983423478,0.634883895314945,0.044399952291593735,142.21066309379734,0.028411575757201265,0.6983890750767787,0.5591177648826151,550.1145255421459,0.0794729138208865,0.08404357138884555,0.05425737316803557,0.016234411207479173,0.015624350186520586,0.05366204372909768,0.15105772689283134,0.825249392268594,0.008236627657177554,3890.042077952316,9530.887194118608
t+40,0.00045971906762209963,0.041322175413196,885.807529797352,533.627497803439,0.5897290395897037,0.26506992770404225,0.1509184529189067,0.03828222778719216,0.6085971532479936,0.04249066627589021,138.0321370699517,0.028415326492234,0.6895370653148436,0.5460417811546439,551.0423041190231,0.07858163717028545,0.083786821946259,0.054071979805438854,0.01606898491815182,0.015577241415360678,0.053908685984834455,0.14965720669202012,0.8215083782003284,0.008260902238009385,3742.8931386251033,9531.651112923757
t+41,0.0004285110167031341,0.041727648922556794,883.4048308781032,532.1660333120457,0.5903037215557357,0.2613765139453885,0.14936412195134685,0.038565217621796356,0.5883939404870749,0.041474148299640745,135.71533960253427,0.028442472100975814,0.6846090471591992,0.538942913203716,553.5434371447411,0.07806336764186644,0.08360590675824398,0.053951822444257974,0.015970939986745248,0.015567231297683407,0.05409868181696065,0.14912929479902107,0.8164774748795117,0.00827518749649295,3635.939349607831,9542.878937839063
